sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_01,8612.605081,772022.0,772027.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_02,8705.096576,1543765.0,1543771.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_03,8807.231955,2313730.0,2313739.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_04,8915.272684,3084173.0,3084184.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_05,9031.65648,3854312.0,3854327.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_06,9156.58392,4625448.0,4625470.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_07,9294.155062,5397304.0,5397324.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_08,9442.317553,6170155.0,6170176.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_09,9602.418472,6942445.0,6942468.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,10_0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,10_01
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_1,9781.288831,7712841.0,7712878.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_11,9979.198635,8483347.0,8483382.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_12,10198.910115,9256196.0,9256227.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_13,10443.109926,10028281.0,10028309.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_14,10726.019164,10800481.0,10800534.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_15,11047.162338,11573194.0,11573257.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_16,11419.690195,12344858.0,12344906.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_17,11872.986485,13118035.0,13118099.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_18,2953475.150165,13817376.0,13817498.0
2b,mixed,coh,naive_hops_3_4,ns_m_latop,0_19,13111.15764,14660877.0,14660946.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_01,8641.900117,772022.0,772027.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_02,8735.321433,1543765.0,1543771.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_03,8836.761788,2313730.0,2313739.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_04,8946.110926,3084173.0,3084184.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_05,9061.699934,3854313.0,3854327.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_06,9187.59117,4625448.0,4625470.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_07,9326.749251,5397305.0,5397324.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_08,9475.664906,6170156.0,6170176.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_09,9637.270919,6942445.0,6942468.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,10_0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,10_01
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_1,9816.557225,7712846.0,7712878.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_11,10015.84673,8483348.0,8483382.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_12,10236.658352,9256195.0,9256227.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_13,10484.233312,10028281.0,10028308.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_14,10766.483589,10800482.0,10800535.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_15,11092.750867,11573187.0,11573250.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_16,11466.361538,12344858.0,12344909.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_17,11924.825598,13118029.0,13118096.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_18,12468.722787,13888351.0,13888424.0
2b,mixed,coh,naive_hops_3_4,ns_m_bwop,0_19,4067490.163794,13235610.0,13235717.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_01,8919.969255,772022.0,772027.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_02,9017.443705,1543764.0,1543771.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_03,9125.333128,2313729.0,2313739.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_04,9240.100502,3084170.0,3084184.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_05,9362.350696,3854310.0,3854327.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_06,9495.694713,4625449.0,4625470.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_07,9643.227268,5397304.0,5397324.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_08,9801.867232,6170155.0,6170176.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_09,9971.114213,6942443.0,6942468.0
2b,mixed,coh,naive_hops_3_4,kite_medium,10_0
2b,mixed,coh,naive_hops_3_4,kite_medium,10_01
2b,mixed,coh,naive_hops_3_4,kite_medium,0_1,10163.14695,7712841.0,7712878.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_11,10377.274244,8483348.0,8483382.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_12,10614.908183,9256196.0,9256227.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_13,10884.159268,10028279.0,10028308.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_14,11191.874433,10800479.0,10800534.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_15,11545.348953,11573193.0,11573257.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_16,11968.319117,12344854.0,12344908.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_17,12485.864401,13118026.0,13118099.0
2b,mixed,coh,naive_hops_3_4,kite_medium,0_18,35341.599854,8075324.0,8075466.0
