sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
2b,mixed,mem,naive_hops_3_6,kite_small,0_01,7824.364306,772022.0,772027.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_02,7946.704458,1543765.0,1543771.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_03,8078.786352,2313731.0,2313739.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_04,8215.928136,3084174.0,3084184.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_05,8364.77793,3854313.0,3854327.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_06,8522.21659,4625450.0,4625470.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_07,8692.490992,5397308.0,5397324.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_08,8873.220703,6170155.0,6170176.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_09,9072.290837,6942445.0,6942469.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_1,9294.427539,7712849.0,7712878.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_11,9537.311849,8483349.0,8483383.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_12,9813.569665,9256193.0,9256228.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_13,10132.358262,10028286.0,10028309.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_14,10493.705972,10800486.0,10800537.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_15,10921.777707,11573196.0,11573261.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_16,11429.021939,12344857.0,12344908.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_17,12066.605646,13118024.0,13118101.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_18,12913.916629,13888344.0,13888425.0
2b,mixed,mem,naive_hops_3_6,kite_small,0_19,14295.971551,14660875.0,14660958.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_01,7868.640666,772022.0,772027.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_02,7993.308376,1543764.0,1543771.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_03,8127.627523,2313731.0,2313739.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_04,8267.752201,3084174.0,3084184.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_05,8419.043661,3854314.0,3854327.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_06,8578.94471,4625450.0,4625470.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_07,8753.692416,5397308.0,5397324.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_08,8939.161727,6170155.0,6170176.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_09,9142.9539,6942447.0,6942469.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_1,9369.947749,7712840.0,7712878.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_11,9618.628921,8483351.0,8483383.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_12,9900.278986,9256198.0,9256228.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_13,10223.147056,10028284.0,10028309.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_14,10595.288939,10800484.0,10800537.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_15,11028.955274,11573189.0,11573261.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_16,11540.503652,12344854.0,12344908.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_17,12183.756486,13118028.0,13118101.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_18,12998.497526,13888338.0,13888425.0
2b,mixed,mem,naive_hops_3_6,ns_s_bwop,0_19,14329.146973,14660877.0,14660958.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_01,9277.151625,772022.0,772027.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_02,9402.78831,1543765.0,1543771.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_03,9541.503415,2313729.0,2313739.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_04,9692.829218,3084172.0,3084184.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_05,9860.93494,3854313.0,3854327.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_06,10043.362405,4625445.0,4625470.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_07,10252.698286,5397305.0,5397324.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_08,10486.261633,6170149.0,6170176.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_09,10759.360851,6942442.0,6942469.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_1,11090.459525,7712842.0,7712878.0
2b,mixed,mem,naive_hops_3_6,lpbt_m_latop,0_11,11507.986779,8483343.0,8483383.0
