sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
2b,mixed,mem,kite_small,cload_hops_3_10,0_26,5359905.989449,19951585.0,19952062.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_25,33163.651975,19288818.0,19289127.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_27,19901039.42022,20329834.0,20330462.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_28,35718511.029089,20668640.0,20669540.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_29,58546042.651268,20883069.0,20884245.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_3,87435046.540475,20897376.0,20898321.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_31,115740185.816606,20912616.0,20913677.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_32,142820289.383374,20915660.0,20916695.0
2b,mixed,mem,kite_small,cload_hops_3_10,0_33
2b,mixed,mem,kite_small,cload_hops_3_10,0_34
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_25,195612390.644809,13782418.0,13783164.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_26,221081352.473439,13812902.0,13813714.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_27,254699728.715042,13978856.0,13979682.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_28,277294501.40577,13916651.0,13917468.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_29,305556202.889269,14009193.0,14009999.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_3,327513764.175697,13950415.0,13951231.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_31,351505841.442012,13957476.0,13958277.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_32,373502942.646555,13958276.0,13959051.0
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_33
2b,mixed,mem,lpbt_s_power,cload_hops_3_10,0_34
2b,mixed,mem,kite_large,cload_hops_3_10,0_26,5222924.706603,19956708.0,19957232.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_25,32042.71122,19288835.0,19289128.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_27,23506153.834187,20294479.0,20295159.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_28,41463500.597032,20619600.0,20620235.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_29,58331190.713554,20931127.0,20931821.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_3,72341337.83528,21257444.0,21258193.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_31,92613601.939219,21465755.0,21466602.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_32,120455078.642016,21483089.0,21484182.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_33,147556225.079765,21479557.0,21480714.0
2b,mixed,mem,kite_large,cload_hops_3_10,0_34
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_26,3479351.242428,19995942.0,19996306.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_25,29994.63891,19288848.0,19289127.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_27,21625316.594526,20345150.0,20345742.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_28,37823769.706054,20678778.0,20679401.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_29,55193911.218345,20992466.0,20993210.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_3,70870311.248024,21315660.0,21316564.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_31,97778012.579931,21373370.0,21374357.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_32,126804309.340276,21366332.0,21367249.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_33,154362673.63469,21347404.0,21348406.0
2b,mixed,mem,ns_l_bwop,cload_hops_3_10,0_34
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_26,6085623.421791,19900708.0,19901170.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_25,2730571.845879,19234191.0,19234492.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_27,20927164.022024,20297336.0,20297926.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_28,38129061.626683,20615675.0,20616423.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_29,53285773.271243,20952022.0,20952801.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_3,75186648.780049,21129198.0,21130214.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_31,104215622.48455,21156117.0,21157118.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_32,131846565.591779,21129746.0,21130765.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_33,159899875.376457,21140984.0,21141997.0
2b,mixed,mem,20r_4p_2ll_runsol_scbw,cload_hops_3_10,0_34
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_25,31463.249964,19288834.0,19289125.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_26,6096045.128359,19938297.0,19938695.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_27,22945266.274449,20291967.0,20292603.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_28,38869178.500164,20630448.0,20631043.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_29,54032049.387345,20954006.0,20954805.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_3,67415202.113587,21275537.0,21276206.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_31,88541242.040941,21439661.0,21440619.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_32,115894448.395458,21447681.0,21448633.0
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_33
2b,mixed,mem,ns_l_latop,cload_hops_3_10,0_34
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_25
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_26
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_27
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_28,476052351.080417,10261180.0,10261967.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_29,498821854.233858,10131364.0,10132147.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_3,517797765.073536,10085048.0,10085851.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_31,537721408.842916,10063434.0,10064200.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_32,542866244.23117,10280474.0,10281235.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_33,558171887.209153,10248335.0,10249087.0
2b,mixed,mem,lpbt_s_latop,cload_hops_3_10,0_34
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_26,33832986.328989,19219554.0,19220139.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_25,18162646.070617,18864073.0,18864526.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_27,49807783.685469,19578070.0,19578563.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_28,63804471.582713,19914621.0,19915258.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_29,76697114.152561,20247379.0,20248092.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_3,93997241.873165,20468046.0,20468791.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_31,116436346.683855,20582080.0,20582892.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_32,140091445.158651,20617589.0,20618416.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_33,164983197.738525,20627175.0,20628007.0
2b,mixed,mem,dbl_bfly_x,cload_hops_3_10,0_34
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_25,6890235.077203,19127738.0,19128054.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_26,13647102.810278,19676177.0,19676595.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_27,20973610.256411,20222769.0,20223203.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_28,35110257.038066,20612197.0,20612908.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_29,55593678.098036,20831628.0,20832487.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_3,79976499.05269,20900494.0,20901344.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_31,108374707.904539,20899199.0,20900198.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_32,134965511.992995,20917552.0,20918505.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_33,160877051.021956,20931379.0,20932216.0
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_34
2b,mixed,mem,20r_4p_15ll_runsol_scbw,cload_hops_3_10,0_35
2b,mixed,mem,ft_x,cload_hops_3_10,0_25,33477.473134,19288790.0,19289123.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_26,5410449.90145,19955118.0,19955764.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_27,23970820.848777,20301491.0,20302195.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_28,41384633.488543,20624332.0,20624994.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_29,57764156.480829,20943063.0,20944067.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_3,86830806.150445,21014562.0,21015569.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_31,119012274.034484,20982595.0,20983638.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_32,147253619.357576,21004223.0,21005278.0
2b,mixed,mem,ft_x,cload_hops_3_10,0_33
2b,mixed,mem,ft_x,cload_hops_3_10,0_34
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_25,34999.639551,19288797.0,19289127.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_26,8445618.131768,19868831.0,19869278.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_27,23659723.998196,20188461.0,20189138.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_28,40490055.216201,20478267.0,20478892.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_29,54029806.930546,20776876.0,20777421.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_3,68134925.833358,21086283.0,21086881.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_31,81687440.052196,21408438.0,21409402.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_32,100776164.117877,21581744.0,21582596.0
2b,mixed,mem,butter_donut_x,cload_hops_3_10,0_33
