sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_21,18774736.025823,31800126.184571,12374409.0,12374458.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_22,20755914.679132,35250971.712378,12914662.0,12914718.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_23,22485922.493244,38302392.449426,13448350.0,13448408.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_24,23576691.365267,40254270.375017,13986417.0,13986474.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_25,24441246.75875,41825873.927564,14519137.0,14519211.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_26,25015372.439397,42894165.09695,15059285.0,15059351.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_27,25481389.966043,43786740.043965,15590659.0,15590710.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_28,25620056.233372,44103147.258346,16130165.0,16130243.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,tornado,0_29,25753901.877836,44405430.504345,16662269.0,16662343.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_1,6977.572969,6760.52295,7542194.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_11,7253.051064,7085.158596,8295900.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_12,7667.158868,7618.85362,9050554.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_13,8521.442136,8855.324978,9806261.0,9806308.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_14,17166.317715,23050.404012,10561603.0,10561652.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_15,3513247.829012,5864181.91665,11271963.0,11272013.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_16,6684954.613475,11196073.934451,11970446.0,11970492.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_17,12039926.771426,20259629.044114,12638250.0,12638307.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_18,18212043.128953,30819298.754517,13272715.0,13272774.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_19,23933625.606354,40731109.058796,13898780.0,13898849.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_2,28895140.248541,49454303.342969,14515460.0,14515534.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_21,32529971.533412,55960553.417807,15133254.0,15133319.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_22,35407486.807213,61193723.67019,15755438.0,15755506.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_23,37456936.390599,65011325.625551,16376543.0,16376620.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_24,39003786.493896,67964182.863704,16995524.0,16995595.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_25,40083444.775041,70114032.261626,17615179.0,17615272.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_26,40790441.026094,71598596.269331,18236265.0,18236357.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_27,41269071.536361,72680200.690867,18852710.0,18852791.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_28,41412890.55699,73153100.205662,19474274.0,19474373.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,tornado,0_29,41448649.053932,73428480.785756,20092014.0,20092120.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_1,6322.876062,6082.994389,6034150.0,6034168.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_11,6476.280283,6246.769531,6637065.0,6637087.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_12,6673.014309,6470.980819,7240597.0,7240617.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_13,6936.112971,6792.862865,7844480.0,7844503.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_14,7332.807815,7313.08857,8448607.0,8448637.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_15,8084.216428,8399.43092,9052770.0,9052800.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_16,10645.984075,12453.841466,9656456.0,9656490.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_17,2764860.09162,4611647.435903,10232164.0,10232208.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_18,10693767.509826,17950250.34157,10743929.0,10743968.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_19,16769361.428654,28295044.159883,11256152.0,11256200.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_2,21499644.143064,36448090.682118,11771100.0,11771144.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_21,25138076.959154,42803115.125585,12282152.0,12282191.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_22,28048009.826925,47945691.004981,12796904.0,12796961.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_23,30229609.925627,51867949.021304,13312264.0,13312321.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_24,31890784.531185,54904193.380791,13825345.0,13825401.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_25,33127894.927496,57224486.867125,14332256.0,14332328.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_26,34019100.276404,58930454.983538,14849555.0,14849618.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_27,34569277.710268,60051224.38361,15360776.0,15360827.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_28,34929138.012453,60841047.091072,15873236.0,15873315.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,shuffle,0_29,35094455.098584,61260452.224216,16386391.0,16386466.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_1,6328.139818,6116.281648,7542196.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_11,6465.037261,6268.990797,8295904.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_12,6635.083565,6467.752062,9050557.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_13,6860.309413,6749.184743,9806275.0,9806308.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_14,7201.323071,7207.53375,10561673.0,10561704.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_15,7882.234171,8210.842133,11316143.0,11316183.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_16,10038.544062,11645.736591,12069548.0,12069585.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_17,2352240.909202,3921059.110399,12795520.0,12795568.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_18,8571673.354442,14366930.13661,13456599.0,13456652.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_19,13361661.618022,22485879.899228,14123674.0,14123734.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_2,17016585.398971,28744121.852839,14788751.0,14788813.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_21,20003200.645025,33907378.226978,15450665.0,15450715.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_22,22330620.889324,37974734.34759,16114805.0,16114869.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_23,24004108.470398,40938630.054926,16778651.0,16778722.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_24,25315705.464943,43287016.271141,17442647.0,17442713.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_25,26196928.636477,44902053.432311,18110322.0,18110403.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_26,26892988.706413,46203875.615564,18773689.0,18773769.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_27,27351029.62605,47092614.052782,19435093.0,19435163.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_28,27512633.445204,47462132.814852,20101605.0,20101694.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,shuffle,0_29,27632752.408761,47757288.701127,20764609.0,20764706.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_1,7803.002297,7578.90235,7542223.0,7542248.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_11,8102.730107,7895.156638,8296275.0,8296305.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_12,8456.179069,8277.248925,9051430.0,9051459.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_13,8871.713569,8739.432687,9806383.0,9806427.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_14,9367.410088,9307.565206,10561980.0,10562017.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_15,9969.261877,10021.380791,11318033.0,11318081.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_16,10730.820932,10963.163382,12072615.0,12072676.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_17,11722.060956,12239.089568,12827617.0,12827693.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_18,13074.436118,14066.542533,13581639.0,13581728.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_19,15234.858506,17163.025797,14337212.0,14337283.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_2,19840.768431,24238.205605,15090250.0,15090379.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_21,1644013.23313,2733575.730565,15819658.0,15819801.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_22,15803055.503299,26639632.101717,16317739.0,16317936.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_23,34829680.583994,59652649.177754,16680864.0,16681075.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_24,52229659.51533,90891933.704299,17026997.0,17027233.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_25,69020873.318121,122107292.733517,17354208.0,17354428.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_26,85543734.451353,153974711.14391,17656673.0,17656906.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_27,99916067.713546,182873719.39124,17962264.0,17962496.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_28,112807176.650286,209907823.47253,18266080.0,18266297.0
2b,same,mem,mclb_hops_4_6,ns_l_scop,uniform_random,0_29,123984436.811871,234580609.987466,18561679.0,18561904.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_1,7342.928776,7088.458062,7542223.0,7542249.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_11,7535.861466,7281.882382,8296282.0,8296305.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_12,7748.889341,7498.570322,9051434.0,9051459.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_13,7983.38916,7740.75704,9806385.0,9806428.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_14,8245.390488,8017.278171,10561980.0,10562017.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_15,8536.281373,8328.960624,11318039.0,11318081.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_16,8864.807862,8690.597243,12072626.0,12072677.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_17,9250.742397,9127.611316,12827633.0,12827693.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_18,9680.837251,9627.825595,13581678.0,13581730.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_19,10194.44997,10241.696111,14337225.0,14337283.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_2,10804.75997,10997.875536,15090319.0,15090410.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_21,11543.263796,11942.544923,15845452.0,15845528.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_22,12480.183829,13192.509751,16600708.0,16600788.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_23,13708.710499,14902.848651,17354131.0,17354227.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_24,15460.339747,17451.162858,18107766.0,18107897.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_25,18316.7487,21813.342332,18861867.0,18861989.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_26,24911.808745,32373.917444,19615734.0,19615877.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_27,707529.614194,1170279.158342,20354873.0,20355026.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_28,16506644.234945,27804218.008062,20785814.0,20785990.0
2b,same,coh,mclb_hops_4_6,ns_l_scop,uniform_random,0_29,36260513.457557,61964239.595269,21092877.0,21093041.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_1,7025.192511,6872.939796,6034151.0,6034168.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_11,7306.059223,7226.033128,6637065.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_12,7734.63782,7813.887051,7240589.0,7240613.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_13,8661.585426,9215.855422,7844473.0,7844501.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_14,49639.894856,77339.768271,8448187.0,8448222.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_15,3622345.240928,6047570.938607,9018017.0,9018053.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_16,5836205.059294,9766923.876867,9587942.0,9587980.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_17,7966583.682593,13369988.698944,10150768.0,10150812.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_18,10391070.808639,17484489.266165,10705542.0,10705585.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_19,12820396.048149,21635236.049695,11252578.0,11252629.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_2,16049156.322932,27180953.915598,11786904.0,11786965.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_21,18586909.565546,31581085.972573,12318528.0,12318578.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_22,21888938.033138,37333538.902122,12836724.0,12836783.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_23,24838117.948863,42530884.942927,13349522.0,13349580.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_24,27016978.280751,46419952.581506,13863500.0,13863557.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_25,28766329.330299,49589198.018437,14372087.0,14372162.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_26,30176769.003063,52178118.680964,14886586.0,14886645.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_27,31048781.497537,53839825.877734,15397669.0,15397732.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_28,31761494.431891,55223207.009569,15911892.0,15911971.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_29,32315246.177785,56314736.18708,16422856.0,16422932.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_1,7161.51827,6920.223704,7542193.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_11,7333.906109,7106.79785,8295892.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_12,7557.305656,7362.63891,9050552.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_13,7857.114701,7731.827009,9806271.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_14,8322.554835,8348.688231,10561669.0,10561705.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_15,9201.274101,9623.015211,11316130.0,11316180.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_16,12170.362326,14325.187576,12069525.0,12069567.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_17,3568129.693612,5953630.27629,12782688.0,12782752.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_18,12927953.466618,21734518.364728,13398034.0,13398093.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_19,20139928.901558,34069114.116895,14018616.0,14018689.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_2,25885676.254119,44040066.610353,14638066.0,14638145.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_21,30367568.12337,51933771.460422,15258108.0,15258174.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_22,33847789.858162,58170619.967491,15877881.0,15877952.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_23,36631215.836898,63240434.226654,16496097.0,16496178.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_24,38692989.814491,67079027.646692,17113471.0,17113549.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_25,40188290.196973,69949078.744142,17732969.0,17733067.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_26,41206351.434717,71980596.54791,18353700.0,18353793.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_27,42029684.090024,73681459.357686,18967014.0,18967091.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_28,42482882.329183,74720108.752588,19584752.0,19584857.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_29,42674373.707396,75273674.497075,20205442.0,20205548.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_1,8054.112802,7829.079663,7542222.0,7542249.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_11,8388.535377,8185.749673,8296278.0,8296305.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_12,8784.676766,8618.855252,9051429.0,9051459.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_13,9256.769937,9150.257128,9806381.0,9806427.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_14,9834.293995,9824.650138,10561980.0,10562017.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_15,10544.130841,10684.928035,11318031.0,11318081.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_16,11460.306196,11849.848589,12072607.0,12072675.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_17,12708.557354,13512.337344,12827614.0,12827691.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_18,14629.478167,16234.773947,13581639.0,13581726.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_19,18920.849829,22823.521992,14337191.0,14337281.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_2,1846659.818069,3071989.248455,15065399.0,15065565.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_21,14105851.466601,23748631.559654,15601255.0,15601433.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_22,30832066.926761,52648628.229639,16022874.0,16023063.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_23,48961577.43114,84992068.199758,16375059.0,16375248.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_24,65875171.837387,116232461.331767,16717866.0,16718084.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_25,82299442.992012,147733113.816884,17034626.0,17034839.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_26,97035168.136456,177224305.295197,17343025.0,17343227.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_27,110639300.99701,205523550.94102,17649693.0,17649896.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_28,122289616.703703,231066831.595375,17949055.0,17949268.0
2b,same,mem,mclb_hops_4_6,kite_large,uniform_random,0_29,132011889.584606,253602585.78418,18252424.0,18252633.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_1,7747.307582,7497.293012,7542221.0,7542248.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_11,7968.272461,7722.601403,8296280.0,8296305.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_12,8216.465241,7978.923926,9051433.0,9051459.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_13,8488.054167,8264.422201,9806381.0,9806427.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_14,8796.395682,8596.236932,10561979.0,10562017.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_15,9146.432313,8980.773796,11318040.0,11318081.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_16,9545.769383,9432.558655,12072620.0,12072676.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_17,10014.245214,9978.204307,12827624.0,12827693.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_18,10549.70633,10620.947961,13581666.0,13581729.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_19,11207.181954,11438.848398,14337221.0,14337281.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_2,12003.548032,12464.360248,15090316.0,15090414.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_21,13004.886023,13804.116136,15845442.0,15845526.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_22,14360.71633,15708.333056,16600699.0,16600790.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_23,16316.463046,18582.520705,17354113.0,17354217.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_24,19712.591361,23824.765127,18107730.0,18107861.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_25,30013.636351,40552.510136,18861775.0,18861929.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_26,4762445.02275,7952967.389895,19526000.0,19526163.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_27,22369532.37872,37847676.459019,19918224.0,19918390.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_28,40070828.985824,68721087.181007,20264540.0,20264713.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_29,57732408.350319,100448562.043357,20576888.0,20577067.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_1,7025.192511,6872.939796,6034151.0,6034168.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_11,7306.059223,7226.033128,6637065.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_12,7734.63782,7813.887051,7240589.0,7240613.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_13,8661.585426,9215.855422,7844473.0,7844501.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_14,49639.894856,77339.768271,8448187.0,8448222.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_15,3622345.240928,6047570.938607,9018017.0,9018053.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_16,5836205.059294,9766923.876867,9587942.0,9587980.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_17,7966583.682593,13369988.698944,10150768.0,10150812.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_18,10391070.808639,17484489.266165,10705542.0,10705585.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_19,12820396.048149,21635236.049695,11252578.0,11252629.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_2,16049156.322932,27180953.915598,11786904.0,11786965.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_21,18586909.565546,31581085.972573,12318528.0,12318578.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_22,21888938.033138,37333538.902122,12836724.0,12836783.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_23,24838117.948863,42530884.942927,13349522.0,13349580.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_24,27016978.280751,46419952.581506,13863500.0,13863557.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_25,28766329.330299,49589198.018437,14372087.0,14372162.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_26,30176769.003063,52178118.680964,14886586.0,14886645.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_27,31048781.497537,53839825.877734,15397669.0,15397732.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_28,31761494.431891,55223207.009569,15911892.0,15911971.0
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_29,32315246.177785,56314736.18708,16422856.0,16422932.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_1,7161.51827,6920.223704,7542193.0,7542217.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_11,7333.906109,7106.79785,8295892.0,8295925.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_12,7557.305656,7362.63891,9050552.0,9050581.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_13,7857.114701,7731.827009,9806271.0,9806308.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_14,8322.554835,8348.688231,10561669.0,10561705.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_15,9201.274101,9623.015211,11316130.0,11316180.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_16,12170.362326,14325.187576,12069525.0,12069567.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_17,3568129.693612,5953630.27629,12782688.0,12782752.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_18,12927953.466618,21734518.364728,13398034.0,13398093.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_19,20139928.901558,34069114.116895,14018616.0,14018689.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_2,25885676.254119,44040066.610353,14638066.0,14638145.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_21,30367568.12337,51933771.460422,15258108.0,15258174.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_22,33847789.858162,58170619.967491,15877881.0,15877952.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_23,36631215.836898,63240434.226654,16496097.0,16496178.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_24,38692989.814491,67079027.646692,17113471.0,17113549.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_25,40188290.196973,69949078.744142,17732969.0,17733067.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_26,41206351.434717,71980596.54791,18353700.0,18353793.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_27,42029684.090024,73681459.357686,18967014.0,18967091.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_28,42482882.329183,74720108.752588,19584752.0,19584857.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_29,42674373.707396,75273674.497075,20205442.0,20205548.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_1,6322.555421,6081.405426,6034155.0,6034168.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_11,6480.084339,6249.836857,6637064.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_12,6677.979655,6475.659642,7240598.0,7240617.0
2b,same,mem,mclb_hops_4_6,kite_large,shuffle,0_13,6941.922404,6798.424433,7844480.0,7844503.0
