sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_16,14119.730137,17483.414312,12069527.0,12069574.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_17,5138243.437624,8585993.627429,12760727.0,12760792.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_18,17327510.345882,29226103.871483,13335735.0,13335792.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_19,27187219.417789,46241357.485737,13910391.0,13910470.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_2,35007898.326889,60011295.467025,14483511.0,14483587.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_21,41173927.742564,71091007.217559,15057067.0,15057144.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_22,45960762.048434,79893974.019195,15631854.0,15631934.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_23,49725275.751365,86975676.351765,16207012.0,16207090.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_24,52556648.599077,92463973.036057,16779967.0,16780043.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_25,54758306.82955,96883947.372839,17352587.0,17352685.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_26,56318844.181388,100152066.360812,17929517.0,17929616.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_27,57417718.848416,102617183.794882,18498688.0,18498764.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_28,58092730.803731,104301323.605129,19073063.0,19073169.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,tornado,0_29,58453770.125704,105396734.900242,19647472.0,19647573.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_1,8571.602989,8865.661064,6034145.0,6034168.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_11,19100.874836,26030.550515,6636992.0,6637031.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_12,7124899.457513,11930556.232627,7182762.0,7182801.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_13,13476230.803803,22704242.023912,7716518.0,7716562.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_14,18028053.242692,30511744.747173,8252970.0,8253014.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_15,22140175.921851,37669555.963627,8781847.0,8781907.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_16,28719798.46646,49211915.081563,9272437.0,9272497.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_17,36972440.957493,63942011.953536,9730775.0,9730842.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_18,49376781.956261,86493676.292417,10124627.0,10124698.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_19,58702898.133595,104054077.068422,10522035.0,10522108.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_2,67998558.680307,122058103.491414,10901715.0,10901788.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_21,75003533.790715,136274757.112981,11275226.0,11275294.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_22,80721726.514279,148305683.727041,11655165.0,11655247.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_23,84681313.876294,157282787.57038,12032448.0,12032520.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_24,87762509.497246,164661580.345416,12409747.0,12409825.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_25,89958269.728091,170400391.299494,12785337.0,12785423.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_26,91292576.870622,174497816.850195,13165774.0,13165857.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_27,92006153.761786,177420872.595196,13540473.0,13540554.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_28,92250868.777701,179360123.238261,13920930.0,13921021.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,neighbor,0_29,92189458.586801,180678582.39025,14292023.0,14292126.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_1,7291.111249,7093.825733,7542192.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_11,7497.844537,7331.310902,8295894.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_12,7772.974488,7666.331835,9050554.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_13,8144.050776,8147.442143,9806270.0,9806307.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_14,8735.606556,8968.059951,10561669.0,10561704.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_15,9923.044158,10743.522981,11316142.0,11316184.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_16,14119.730137,17483.414312,12069527.0,12069574.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_17,5138243.437624,8585993.627429,12760727.0,12760792.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_18,17327510.345882,29226103.871483,13335735.0,13335792.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_19,27187219.417789,46241357.485737,13910391.0,13910470.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_2,35007898.326889,60011295.467025,14483511.0,14483587.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_21,41173927.742564,71091007.217559,15057067.0,15057144.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_22,45960762.048434,79893974.019195,15631854.0,15631934.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_23,49725275.751365,86975676.351765,16207012.0,16207090.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_24,52556648.599077,92463973.036057,16779967.0,16780043.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_25,54758306.82955,96883947.372839,17352587.0,17352685.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_26,56318844.181388,100152066.360812,17929517.0,17929616.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_27,57417718.848416,102617183.794882,18498688.0,18498764.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_28,58092730.803731,104301323.605129,19073063.0,19073169.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,neighbor,0_29,58453770.125704,105396734.900242,19647472.0,19647573.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_1,6489.942906,6282.436584,6034150.0,6034168.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_11,6690.507076,6508.049636,6637063.0,6637087.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_12,6952.298264,6822.582764,7240595.0,7240617.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_13,7310.724392,7280.55095,7844480.0,7844503.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_14,7871.056904,8043.145983,8448601.0,8448636.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_15,9001.565602,9723.045392,9052765.0,9052802.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_16,12787.160512,15766.48786,9656452.0,9656491.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_17,4374038.521505,7306796.56882,10215042.0,10215088.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_18,16200266.534113,27303664.605307,10681811.0,10681856.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_19,25407727.106419,43155147.815379,11150206.0,11150258.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_2,32656148.917154,55868269.978756,11620406.0,11620459.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_21,38294806.958384,65957807.378982,12086715.0,12086761.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_22,42850387.743689,74268633.786861,12554679.0,12554741.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_23,46337358.324658,80781295.291788,13025636.0,13025693.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_24,49122671.380048,86107786.717604,13492455.0,13492518.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_25,51024986.42084,89899942.345815,13957185.0,13957254.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_26,52523853.466003,92984813.279198,14426680.0,14426743.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_27,53526125.806154,95194365.552729,14891997.0,14892054.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_28,54153208.604247,96721166.905662,15361386.0,15361468.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,shuffle,0_29,54462231.596827,97639815.653971,15828140.0,15828212.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_1,7263.647515,7146.77906,7542194.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_11,7694.404262,7688.832924,8295896.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_12,8347.439873,8572.752149,9050549.0,9050579.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_13,9610.377207,10439.509988,9806264.0,9806305.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_14,21075.823055,29260.287362,10561571.0,10561620.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_15,5384384.780572,9000895.948136,11251769.0,11251827.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_16,13058462.558033,21972601.853204,11892713.0,11892774.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_17,22547802.282993,38250243.256442,12492788.0,12492858.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_18,34026107.076589,58337939.710781,13030039.0,13030110.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_19,43596799.963707,75505120.525144,13564586.0,13564668.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_2,53059706.586368,92889985.902352,14074101.0,14074185.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_21,60755327.503784,107448188.242584,14581870.0,14581945.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_22,66761816.150372,119228088.391094,15088212.0,15088293.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_23,71540643.093435,128934764.002378,15593881.0,15593964.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_24,75097480.254202,136497513.034586,16100650.0,16100734.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_25,77652581.861568,142273061.078805,16612143.0,16612239.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_26,79525543.534465,146851491.462617,17116761.0,17116856.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_27,80959531.722117,150625357.860968,17617600.0,17617688.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_28,81713478.800287,153078939.013145,18125675.0,18125774.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,shuffle,0_29,82069011.857257,154742203.46699,18633688.0,18633799.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_1,8219.822595,8029.793069,7542221.0,7542249.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_11,8596.901588,8440.3309,8296276.0,8296305.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_12,9048.189942,8946.717941,9051427.0,9051459.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_13,9605.47614,9595.83417,9806376.0,9806428.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_14,10284.36266,10414.131545,10561977.0,10562017.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_15,11163.228827,11519.50585,11318026.0,11318081.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_16,12357.083138,13098.480694,12072605.0,12072674.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_17,14119.786106,15563.37657,12827617.0,12827692.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_18,17322.941897,20351.651001,13581612.0,13581722.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_19,124130.729077,197741.514845,14336350.0,14336467.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_2,12085666.339802,20316774.998216,14889790.0,14889956.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_21,28790170.313986,49153535.426124,15295651.0,15295862.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_22,46625974.151462,81064049.610291,15630520.0,15630712.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_23,64041944.472555,113441926.127041,15941977.0,15942178.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_24,79643777.216635,143603226.080676,16262457.0,16262695.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_25,92614183.200878,169963680.671619,16579103.0,16579306.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_26,106124532.432357,198193586.817775,16892659.0,16892879.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_27,118195955.841727,224671578.703883,17193763.0,17193968.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_28,128308732.094987,248278957.251954,17486831.0,17487074.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,uniform_random,0_29,136811525.150172,269134896.063066,17799270.0,17799502.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_1,7535.054424,7292.150414,7542221.0,7542249.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_11,7737.367286,7497.768831,8296282.0,8296305.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_12,7960.98767,7728.445186,9051431.0,9051459.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_13,8211.35732,7992.080681,9806384.0,9806428.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_14,8489.533976,8289.607239,10561979.0,10562017.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_15,8800.195745,8628.63403,11318038.0,11318081.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_16,9153.467501,9026.446386,12072627.0,12072676.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_17,9564.235122,9501.520898,12827632.0,12827693.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_18,10031.296809,10054.281357,13581671.0,13581727.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_19,10595.368464,10747.37463,14337225.0,14337283.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_2,11263.260152,11592.995338,15090327.0,15090411.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_21,12091.68249,12682.012935,15845453.0,15845528.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_22,13158.703754,14143.770318,16600708.0,16600789.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_23,14605.489608,16216.048233,17354130.0,17354222.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_24,16760.278058,19434.445737,18107761.0,18107883.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_25,20756.758915,25699.745679,18861842.0,18861964.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_26,34350.123541,47937.380375,19615614.0,19615767.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_27,6558401.435452,10968412.562569,20241010.0,20241187.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_28,26968077.616215,45765212.210275,20567252.0,20567428.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,uniform_random,0_29,45810227.263923,78867791.182969,20875731.0,20875900.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_1,7744.975057,7678.987595,7164610.0,7164631.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_11,8389.454467,8537.577496,7881243.0,7881281.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_12,9769.493434,10575.4309,8598083.0,8598119.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_13,63352.062261,99565.73358,9316027.0,9316078.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_14,5766477.298731,9641741.058941,9973297.0,9973348.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_15,12857213.037459,21626697.232509,10597854.0,10597906.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_16,18172178.636506,30723538.361103,11222784.0,11222853.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_17,25879611.764192,44079212.302436,11801007.0,11801089.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_18,39011189.76504,67225955.418972,12292288.0,12292368.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_19,49196983.67362,85720602.064423,12780266.0,12780354.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_2,57152457.236698,100622063.87139,13270785.0,13270874.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_21,63464374.360916,112823866.748329,13761796.0,13761880.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_22,68250929.2554,122443889.600723,14250476.0,14250584.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_23,71734898.921798,129796951.728749,14743566.0,14743658.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_24,74464971.874201,135827662.72596,15231017.0,15231114.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_25,76142791.600057,139942156.494799,15722520.0,15722637.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_26,77480900.246544,143457830.115444,16211201.0,16211316.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_27,78181655.918492,145746735.24596,16698857.0,16698956.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_28,78297839.907332,146885285.037038,17192675.0,17192789.0
2b,same,mem,mclb_hops_4_6,ns_m_scop,transpose,0_29,78181937.592496,147532943.941128,17683886.0,17684002.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_1,7630.518165,7449.300065,7542194.0,7542217.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_11,8089.892992,8003.72348,8295890.0,8295925.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_12,8790.003695,8917.279344,9050553.0,9050581.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_13,9988.634639,10621.995033,9806262.0,9806307.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_14,14351.213387,17523.342642,10561646.0,10561699.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_15,4384915.009126,7321679.124255,11266905.0,11266962.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_16,11053312.734266,18557886.410998,11929478.0,11929561.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_17,21740439.889429,36822050.58649,12520795.0,12520888.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_18,38938873.286985,66893216.576219,12994079.0,12994176.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_19,53932063.581847,93974541.320117,13453270.0,13453375.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_2,65628749.920316,115887320.41572,13915394.0,13915502.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_21,75053556.064628,134210750.461609,14376326.0,14376423.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_22,82533354.663195,149378554.216675,14837500.0,14837610.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_23,88361219.844634,161764513.536753,15297605.0,15297722.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_24,92941212.346591,172003697.745586,15756409.0,15756517.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_25,96182272.20958,179878729.893177,16216192.0,16216310.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_26,98709835.389399,186429474.125189,16678082.0,16678210.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_27,100441295.129835,191535413.745811,17132906.0,17133010.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_28,101475803.338734,195260611.82323,17593525.0,17593654.0
2b,same,coh,mclb_hops_4_6,ns_m_scop,transpose,0_29,101912273.046744,197745957.464855,18057493.0,18057620.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_1,8576.197568,8392.662626,7542220.0,7542249.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_11,8933.433519,8784.027167,8296276.0,8296305.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_12,9364.051748,9269.471906,9051430.0,9051459.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_13,9881.40647,9871.356669,9806378.0,9806428.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_14,10515.788472,10639.724381,10561970.0,10562017.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_15,11341.846428,11684.226015,11318029.0,11318081.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_16,12436.205583,13132.799213,12072600.0,12072674.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_17,14030.711944,15355.589505,12827611.0,12827692.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_18,16678.818989,19260.883513,13581620.0,13581728.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_19,25248.034684,32922.089403,14337059.0,14337184.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_2,8926285.627252,14960742.834851,14951682.0,14951850.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_21,26921543.841952,45833629.446292,15356610.0,15356798.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_22,44554008.906371,77131074.960864,15721597.0,15721794.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_23,60162571.609393,105896138.613418,16074404.0,16074646.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_24,75059794.112296,134413306.475166,16402831.0,16403050.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_25,89144586.625884,162484786.058296,16715955.0,16716201.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_26,101575247.234405,188328594.429946,17035291.0,17035518.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_27,113748186.250003,214603750.382633,17338390.0,17338611.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_28,124878405.643294,239709964.187654,17638718.0,17638956.0
2b,same,mem,mclb_hops_4_6,kite_small,uniform_random,0_29,134099058.683999,261835727.196926,17938290.0,17938522.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_1,7885.983792,7650.672732,7542221.0,7542249.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_11,8114.881201,7886.172506,8296282.0,8296305.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_12,8366.378686,8150.145011,9051427.0,9051459.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_13,8646.983498,8449.50389,9806384.0,9806427.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_14,8961.486996,8791.845924,10561980.0,10562017.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_15,9319.005131,9191.221306,11318034.0,11318081.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_16,9726.884704,9658.744856,12072621.0,12072674.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_17,10212.958746,10235.974817,12827630.0,12827693.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_18,10762.630016,10906.592648,13581660.0,13581729.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_19,11444.284276,11771.831189,14337216.0,14337283.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_2,12270.020179,12852.383405,15090313.0,15090405.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_21,13325.461621,14295.880151,15845436.0,15845525.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_22,14757.746775,16339.0521,16600692.0,16600783.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_23,16888.24732,19522.946083,17354114.0,17354224.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_24,20943.572314,25884.627353,18107727.0,18107866.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_25,59580.45655,89864.283561,18861436.0,18861597.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_26,8692248.567757,14562510.414531,19449024.0,19449198.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_27,25901719.404154,43945396.56243,19840090.0,19840253.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_28,44587698.489748,76735424.180109,20166574.0,20166752.0
2b,same,coh,mclb_hops_4_6,kite_small,uniform_random,0_29,61701523.102981,107731989.871427,20480108.0,20480287.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_1,8485.676196,8364.593927,6034143.0,6034167.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_11,9129.543391,9179.706002,6637059.0,6637087.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_12,10261.242446,10756.315151,7240583.0,7240613.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_13,14395.955379,17274.895257,7844460.0,7844503.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_14,3988788.342134,6657212.926748,8413465.0,8413527.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_15,11436051.125604,19220349.113019,8936378.0,8936440.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_16,20381193.299865,34540029.996103,9418030.0,9418096.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_17,29930568.838353,51209471.519439,9876676.0,9876756.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_18,40221885.514759,69547164.970614,10303526.0,10303606.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_19,49881952.878392,87218883.95826,10712483.0,10712567.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_2,60575315.274179,107267810.367391,11092100.0,11092189.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_21,71094870.704301,127619073.124154,11445679.0,11445758.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_22,79755659.398407,145000878.663702,11803789.0,11803877.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_23,86645868.790118,159497654.130679,12159916.0,12160001.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_24,92065323.010262,171452218.536381,12516566.0,12516653.0
2b,same,mem,mclb_hops_4_6,kite_small,tornado,0_25,96166675.740327,181116703.485543,12868291.0,12868394.0
