sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_01,4983.138929,4881.502479,3355896.0,3355902.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_02,5169.916157,5067.097861,6712078.0,6712100.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_03,5397.527611,5298.568067,10069227.0,10069256.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_04,5684.172978,5602.343223,13425182.0,13425213.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_05,6063.923056,6022.786367,16780088.0,16780131.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_06,6608.205585,6662.737248,20136047.0,20136103.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_07,7492.014874,7787.505606,23490957.0,23491044.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_08,10697.331178,12649.168638,26849689.0,26849811.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_09,17470099.546082,30360675.117221,28452265.0,28452467.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_1,36014170.160786,64390342.638856,30458128.0,30458421.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_11,61844615.36383,114373469.505795,32152064.0,32152363.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_12,81862346.229115,157636328.019563,33516943.0,33517249.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_13,100331977.513083,200924531.679706,34862216.0,34862529.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_14,117815382.269933,244630410.454567,36260497.0,36260807.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_15
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_16,139286426.970846,310133913.829476,39000130.0,39000461.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_17,143524249.36828,330186766.283479,40380245.0,40380563.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_18,146668507.360708,348556653.321106,41727880.0,41728226.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_19,146684571.076653,359675613.792263,43082466.0,43082854.0
2b,mixed,mem,ns_m_scop,mclb_hops_4_6,0_2,145956995.478647,368793894.968057,44443557.0,44443901.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_01,5107.514037,5004.148644,3355899.0,3355902.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_02,5293.583908,5185.568104,6712076.0,6712100.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_03,5521.040567,5413.853638,10069227.0,10069256.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_04,5807.673855,5714.446195,13425182.0,13425213.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_05,6192.259024,6136.700055,16780081.0,16780131.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_06,6757.525818,6801.625112,20136051.0,20136103.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_07,7729.936722,8056.591678,23490964.0,23491044.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_08,11934.798288,14546.910754,26850196.0,26850305.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_09,35185677.296608,60642140.158374,28781195.0,28781448.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_1,58965421.46091,105368036.334611,30480758.0,30481023.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_11,89719185.518654,167153483.07386,31876727.0,31877016.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_12,109103381.024107,211036447.953823,33356150.0,33356475.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_13,121905852.977008,243799673.729236,34909414.0,34909707.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_14,131371361.035634,272239966.507052,36327284.0,36327562.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_15,141101977.799279,302798885.81714,37717345.0,37717673.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_16,148185938.171004,328569796.049866,39134167.0,39134494.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_17,153072569.980018,350531084.534897,40524579.0,40524912.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_18,154571815.441384,365084803.151082,41915957.0,41916316.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_19,155304317.499476,377586847.441693,43337451.0,43337756.0
2b,mixed,mem,ft_x,mclb_hops_4_6,0_2
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_01,4892.502394,4807.50614,3355898.0,3355902.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_02,5091.289995,5005.840395,6712080.0,6712100.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_03,5331.204563,5247.455967,10069231.0,10069256.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_04,5626.122145,5552.490415,13425184.0,13425213.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_05,6004.81748,5958.31537,16780092.0,16780131.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_06,6519.440351,6542.040775,20136056.0,20136103.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_07,7287.244726,7479.200488,23490957.0,23491044.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_08,8625.784314,9277.362893,26850212.0,26850306.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_09,2014448.840147,3356733.802164,30141701.0,30141868.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_1,39956679.012958,69426375.751879,31621884.0,31622137.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_11,67810046.04457,122556709.148052,33056862.0,33057133.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_12,82476035.236984,153272821.14813,34880092.0,34880367.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_13,103062349.883134,197310231.170474,36539650.0,36539950.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_14
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_15,138679660.051077,284155274.994911,39341619.0,39341925.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_16,149165075.520687,315473591.261986,40754320.0,40754645.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_17,156488277.377851,341224723.108863,42165252.0,42165568.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_18,160475153.253849,360604189.821317,43549660.0,43550004.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_19,163456567.477689,378172246.150536,44934208.0,44934536.0
2b,mixed,mem,ns_l_latop,mclb_hops_4_6,0_2
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_02,4830.729483,4748.954553,6712080.0,6712100.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_01,4701.79399,4618.305359,3355899.0,3355902.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_03,4981.458291,4903.390469,10069231.0,10069256.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_04,5159.526972,5092.025797,13425189.0,13425213.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_05,5375.135264,5328.044116,16780092.0,16780131.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_06,5653.488148,5647.261993,20136058.0,20136103.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_07,6027.536923,6100.784361,23490978.0,23491044.0
2b,mixed,mem,ns_s_scop,mclb_hops_4_6,0_08,6574.383289,6808.480552,26850231.0,26850306.0
