sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_01,8167.765903,772022.0,772027.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_02,8337.115129,1543764.0,1543771.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_03,8528.414598,2313731.0,2313739.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_04,8742.10215,3084174.0,3084184.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_05,8985.691044,3854314.0,3854327.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_06,9257.043774,4625450.0,4625470.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_07,9575.941516,5397306.0,5397324.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_08,9950.154698,6170150.0,6170176.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_09,10395.878747,6942441.0,6942467.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_1,10959.076035,7712845.0,7712877.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_11,11676.705606,8483346.0,8483381.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_12,12673.495397,9256183.0,9256228.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_13,14135.379317,10028275.0,10028309.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_14,16622.210218,10800449.0,10800525.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_15,23028.367107,11573144.0,11573244.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_16,4923176.631588,12282105.0,12282209.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_17,27558253.367722,12737472.0,12737624.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_18,53314314.378288,13085954.0,13086105.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_19,75497866.375144,13429718.0,13429864.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_2,95109567.232777,13762577.0,13762727.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_21,111789030.524566,14092907.0,14093062.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_22,125252706.570798,14424369.0,14424524.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_23,137463143.596106,14749925.0,14750092.0
2b,same,mem,dbl_bfly_x,naive_hops_3_4,0_24,147348353.008061,15081900.0,15082046.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_01,7847.157496,772022.0,772027.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_02,8000.08102,1543765.0,1543771.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_03,8172.116299,2313731.0,2313739.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_04,8358.21573,3084173.0,3084184.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_05,8567.998698,3854314.0,3854327.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_06,8801.860868,4625450.0,4625470.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_07,9070.051169,5397307.0,5397324.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_08,9376.043723,6170153.0,6170176.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_09,9732.544446,6942444.0,6942469.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_1,10162.272291,7712842.0,7712878.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_11,10685.614708,8483351.0,8483381.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_12,11370.387037,9256185.0,9256228.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_13,12290.847352,10028282.0,10028309.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_14,13628.523912,10800472.0,10800531.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_15,15957.517694,11573156.0,11573248.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_16,22507.731685,12344792.0,12344886.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_17,4289848.934837,13060686.0,13060806.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_18,24998688.474417,13519102.0,13519235.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_19,44010846.826787,13931402.0,13931527.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_2,63693103.639319,14307730.0,14307866.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_21,82825015.958034,14648066.0,14648216.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_22,99356096.757299,14986790.0,14986938.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_23,114707268.230609,15314000.0,15314163.0
2b,same,mem,20r_4p_15ll_runsol_scbw,naive_hops_3_4,0_24,127497810.03141,15642317.0,15642465.0
2b,same,mem,ft_x,naive_hops_3_4,0_01,7596.848675,772022.0,772027.0
2b,same,mem,ft_x,naive_hops_3_4,0_02,7750.137925,1543766.0,1543771.0
2b,same,mem,ft_x,naive_hops_3_4,0_03,7919.722787,2313731.0,2313739.0
2b,same,mem,ft_x,naive_hops_3_4,0_04,8107.808026,3084173.0,3084184.0
2b,same,mem,ft_x,naive_hops_3_4,0_05,8318.225461,3854317.0,3854327.0
2b,same,mem,ft_x,naive_hops_3_4,0_06,8551.668833,4625448.0,4625470.0
2b,same,mem,ft_x,naive_hops_3_4,0_07,8822.093484,5397306.0,5397324.0
2b,same,mem,ft_x,naive_hops_3_4,0_08,9128.705243,6170154.0,6170176.0
2b,same,mem,ft_x,naive_hops_3_4,0_09,9489.339486,6942442.0,6942469.0
2b,same,mem,ft_x,naive_hops_3_4,0_1,9924.199402,7712846.0,7712878.0
2b,same,mem,ft_x,naive_hops_3_4,0_11,10455.996721,8483350.0,8483382.0
2b,same,mem,ft_x,naive_hops_3_4,0_12,11132.406843,9256193.0,9256227.0
2b,same,mem,ft_x,naive_hops_3_4,0_13,12045.979929,10028282.0,10028309.0
2b,same,mem,ft_x,naive_hops_3_4,0_14,13342.760948,10800483.0,10800535.0
2b,same,mem,ft_x,naive_hops_3_4,0_15,15519.553821,11573172.0,11573253.0
2b,same,mem,ft_x,naive_hops_3_4,0_16,21449.491978,12344831.0,12344905.0
2b,same,mem,ft_x,naive_hops_3_4,0_17,4815032.226719,13054677.0,13054780.0
2b,same,mem,ft_x,naive_hops_3_4,0_18,17552502.891111,13615450.0,13615578.0
