sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_04,6683.322258,6466.557995,3015895.0,3015904.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_05,6793.943432,6568.401846,3769076.0,3769090.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_06,6912.903626,6679.136874,4522970.0,4522993.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_07,7039.287419,6798.369207,5278130.0,5278140.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_08,7175.512627,6927.887728,6033797.0,6033822.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_09,7319.032238,7067.190254,6788915.0,6788934.0
2b,same,coh,mclb_hops_4_6,kite_large,uniform_random,0_1
2b,same,mem,mclb_hops_4_6,kite_large,tornado,0_01,6316.422265,6125.029917,694085.0,694085.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_01,6284.994374,6094.248572,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_02,6351.675497,6153.750932,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_03,6425.719066,6220.263264,2263041.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_04,6509.046,6295.348446,3016278.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_05,6603.689755,6383.965005,3770303.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_06,6714.134491,6488.701531,4523943.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_07,6846.281118,6619.123004,5278275.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_08,7004.04596,6783.329523,6033123.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_large,tornado,0_09,7198.891886,6995.717466,6788434.0,6788451.0
2b,same,mem,mclb_hops_4_6,kite_large,neighbor,0_01,6317.001961,6125.523981,640077.0,640079.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_01,6415.11617,6225.358705,755186.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_02,6511.010405,6312.688529,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_03,6616.783542,6412.794848,2263041.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_04,6747.308727,6537.767737,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_05,6899.338622,6688.942421,3770304.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_06,7098.684618,6898.359816,4523943.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_07,7359.41402,7190.140097,5278276.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_08,7741.007017,7653.794362,6033119.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_large,neighbor,0_09,8371.049594,8493.342752,6788428.0,6788451.0
2b,same,mem,mclb_hops_4_6,kite_medium,tornado,0_01,6315.372907,6117.750413,696394.0,696395.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_01,5932.182837,5742.911568,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_02,5971.309415,5773.717022,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_03,6017.716312,5814.072715,2263041.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_04,6067.098646,5856.33701,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_05,6118.30773,5899.914246,3770304.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_06,6175.808703,5951.633224,4523945.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_07,6239.336828,6007.951323,5278277.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_08,6308.904779,6073.091575,6033125.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_medium,tornado,0_09,6385.323252,6146.472496,6788434.0,6788451.0
2b,same,mem,mclb_hops_4_6,kite_medium,neighbor,0_01,6316.690654,6118.84762,637460.0,637462.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_01,6219.028298,6031.812253,755186.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_02,6273.771924,6077.463151,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_03,6335.491606,6134.067949,2263042.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_04,6402.477939,6194.330372,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_05,6474.67057,6260.081512,3770304.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_06,6555.006542,6334.594771,4523945.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_07,6650.488299,6425.736423,5278274.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_08,6761.29868,6537.440046,6033125.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_medium,neighbor,0_09,6891.819679,6672.643419,6788433.0,6788451.0
2b,same,mem,mclb_hops_4_6,kite_medium,uniform_random,0_01,6334.741159,6141.056412,688929.0,688931.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_01,6365.196845,6172.462992,755112.0,755113.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_02,6453.530854,6254.92357,1509785.0,1509788.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_03,6551.023889,6344.253594,2262967.0,2262975.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_04,6653.509413,6439.258997,3015896.0,3015904.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_05,6763.554321,6542.023552,3769077.0,3769090.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_06,6879.488087,6651.138758,4522970.0,4522993.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_07,7003.383576,6767.762688,5278131.0,5278140.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_08,7136.881306,6895.776348,6033797.0,6033822.0
2b,same,coh,mclb_hops_4_6,kite_medium,uniform_random,0_09,7276.732384,7032.569744,6788915.0,6788934.0
2b,same,mem,mclb_hops_4_6,kite_medium,shuffle,0_01
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_01,6084.211217,5890.063379,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_02,6179.048593,5975.909059,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_03,6291.181296,6076.274343,2263041.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_04,6420.609595,6195.430319,3016278.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_05,6575.234281,6343.129848,3770303.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_06,6772.855273,6541.495566,4523944.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_07,7019.653174,6801.945405,5278275.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_08,7371.358129,7204.959645,6033117.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_medium,shuffle,0_09
2b,same,mem,mclb_hops_4_6,kite_medium,transpose,0_01
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_01,6189.108973,5991.894965,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_02,6280.852125,6073.890465,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_03,6384.171901,6162.62144,2263041.0,2263050.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_04,6514.983054,6278.77213,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_05,6676.926771,6429.772318,3770300.0,3770310.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_06,6886.033541,6634.02069,4523941.0,4523957.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_07,7202.002804,6969.658125,5278271.0,5278288.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_08,7768.238128,7656.286919,6033118.0,6033138.0
2b,same,coh,mclb_hops_4_6,kite_medium,transpose,0_09
2b,same,mem,mclb_hops_4_6,ft_x,uniform_random,0_01
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_01,6429.424096,6237.232649,755112.0,755113.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_02,6522.150188,6321.073818,1509784.0,1509788.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_03,6619.026407,6409.051253,2262967.0,2262975.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_04,6722.780626,6505.263925,3015896.0,3015904.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_05,6833.012101,6606.739388,3769079.0,3769090.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_06,6948.444099,6714.343031,4522970.0,4522993.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_07,7072.27759,6830.444671,5278130.0,5278140.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_08,7204.390944,6956.366352,6033795.0,6033822.0
2b,same,coh,mclb_hops_4_6,ft_x,uniform_random,0_09
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_01,6749.599322,6566.082651,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_02,6903.491089,6716.054364,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_03,7098.405889,6912.219102,2263040.0,2263050.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_04,7348.695403,7172.338933,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_05,7673.009169,7526.326443,3770302.0,3770310.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_06,8158.956631,8100.856358,4523942.0,4523957.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_07,8957.96872,9129.19777,5278269.0,5278288.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_08,10839.659322,11852.609443,6033109.0,6033138.0
2b,same,coh,mclb_hops_4_6,ft_x,tornado,0_09
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_01,5998.029662,5811.049996,755186.0,755186.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_02,6052.326066,5855.85612,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_03,6114.326872,5914.206122,2263042.0,2263050.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_04,6183.093923,5977.103309,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_05,6258.130713,6046.887092,3770305.0,3770310.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_06,6343.36166,6128.453342,4523945.0,4523957.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_07,6444.005045,6228.198582,5278276.0,5278288.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_08,6562.742965,6352.52956,6033125.0,6033138.0
2b,same,coh,mclb_hops_4_6,ft_x,neighbor,0_09
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_01,6186.735324,5995.730895,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_02,6273.358345,6076.476608,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_03,6370.532223,6163.97449,2263042.0,2263050.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_04,6481.977169,6266.909503,3016277.0,3016288.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_05,6614.114597,6391.829806,3770304.0,3770310.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_06,6770.555705,6543.992012,4523942.0,4523957.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_07,6961.141594,6736.761282,5278275.0,5278288.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_08,7221.82597,7017.314376,6033120.0,6033138.0
2b,same,coh,mclb_hops_4_6,ft_x,shuffle,0_09
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_01,5168.122651,4978.057668,755185.0,755186.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_02,5229.486268,5033.70686,1509717.0,1509719.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_03,5295.021902,5091.939708,2263042.0,2263050.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_04,5371.15463,5160.202618,3016279.0,3016288.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_05,5454.12785,5236.769413,3770304.0,3770310.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_06,5550.600735,5328.659511,4523946.0,4523957.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_07,5667.022443,5442.779753,5278274.0,5278288.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_08,5800.511748,5580.377056,6033126.0,6033138.0
2b,same,coh,mclb_hops_4_6,ft_x,transpose,0_09
