bench,config,description,simTicks,numCycles,average_packet_latency,cumulativeCycles,maxCycles
blackscholes,kite_large_noci_cload_picky_hops,,337694000.0,308135.0,10005.241266,12579266.0,2019869.0
blackscholes,ns_l_bwop_noci_cload_picky_hops,,332583000.0,309381.0,9624.948001,13529856.0,2019869.0
blackscholes,ns_l_latop_noci_cload_picky_hops,,332538000.0,309320.0,9595.870743,13292791.0,2019869.0
blackscholes,ns_m_bwop_noci_cload_picky_hops,,336590000.0,313562.0,9916.756534,13380259.0,2019869.0
blackscholes,ns_m_latop_noci_cload_picky_hops,,335127500.0,310745.0,9904.665675,12830498.0,2019869.0
blackscholes,ns_s_bwop_noci_cload_picky_hops,,329846500.0,309914.0,9007.257959,12737684.0,2019869.0
blackscholes,ns_s_latop_noci_cload_picky_hops,,327597000.0,308452.0,8941.062972,11798134.0,2019869.0
blackscholes,kite_medium_noci_cload_picky_hops,,336416500.0,311493.0,10220.687637,13515111.0,2019869.0
blackscholes,kite_small_noci_cload_picky_hops,,329878000.0,310037.0,9030.701197,11490837.0,2019869.0
blackscholes,cmesh_x_noci_cload_picky_hops,,335185500.0,314540.0,9690.859829,11318944.0,2019869.0
blackscholes,mesh_noci_cload_picky_hops,,363771000.0,337383.0,12849.809202,14210628.0,2019869.0
blackscholes,ft_x_noci_cload_picky_hops,,337695000.0,274856.0,10278.225147,11582492.0,2019869.0
blackscholes,dbl_bfly_x_noci_cload_picky_hops,,337716000.0,309257.0,10462.700028,13523987.0,2019869.0
blackscholes,butter_donut_x_noci_cload_picky_hops,,336366000.0,311416.0,10036.540414,11468295.0,2019869.0
blackscholes,lpbt_20r_5p_15ll_power_runsol_noci_cload_picky_hops,,331335000.0,310932.0,9280.500809,12842490.0,2019869.0
blackscholes,lpbt_20r_5p_15ll_total_hops_runsol_noci_cload_picky_hops,,346251500.0,339425.0,9473.472427,13762759.0,2019869.0
