bench,config,description,simTicks,numCycles,average_packet_latency,cumulativeCycles,maxCycles
blackscholes,ns_l_latop_noci_cload_picky_hops,,385442000.0,340951.0,19013.307698,14223053.0,2019869.0
blackscholes,mesh_noci_cload_picky_hops,,410821000.0,363291.0,22897.65579,15089851.0,2019869.0
blackscholes,ns_m_bwop_noci_cload_picky_hops,,386817000.0,340816.0,19344.875543,14260259.0,2019869.0
blackscholes,ns_m_latop_noci_cload_picky_hops,,389439500.0,343758.0,19374.717738,13921462.0,2019869.0
blackscholes,kite_small_noci_cload_picky_hops,,377934500.0,338322.0,17916.990792,14441158.0,2019869.0
blackscholes,ns_l_bwop_noci_cload_picky_hops,,384118500.0,322814.0,18926.552366,13899362.0,2019869.0
bodytrack,ns_m_latop_noci_cload_picky_hops,,622979000.0,32136.0,18967.080094,54187727.0,1245955.0
bodytrack,mesh_noci_cload_picky_hops,,657541000.0,36826.0,22257.608683,58268254.0,1315079.0
bodytrack,ns_l_latop_noci_cload_picky_hops,,607036500.0,32173.0,18348.07382,52519890.0,1214070.0
bodytrack,ns_l_bwop_noci_cload_picky_hops,,621228000.0,32181.0,18467.923447,55085353.0,1242453.0
bodytrack,kite_small_noci_cload_picky_hops,,609827000.0,31325.0,18125.280269,54086763.0,1219651.0
bodytrack,ns_m_bwop_noci_cload_picky_hops,,622623000.0,32314.0,18828.487397,54067680.0,1245243.0
dedup,ns_l_bwop_noci_cload_picky_hops,,401512000.0,23100.0,17494.773748,7151103.0,780290.0
dedup,ns_l_latop_noci_cload_picky_hops,,401206500.0,23045.0,17470.580308,7146148.0,779679.0
dedup,ns_m_bwop_noci_cload_picky_hops,,402911000.0,23836.0,17835.813357,7179830.0,783088.0
dedup,ns_m_latop_noci_cload_picky_hops,,402017000.0,23887.0,17876.103072,7016192.0,781300.0
dedup,kite_small_noci_cload_picky_hops,,396155500.0,22841.0,16160.917719,7050691.0,769577.0
dedup,mesh_noci_cload_picky_hops,,410458500.0,27302.0,20615.794424,7161297.0,798183.0
canneal,ns_m_bwop_noci_cload_picky_hops,,2926253500.0,5594923.0,19426.006896,304565902.0,5852504.0
canneal,mesh_noci_cload_picky_hops,,3344398000.0,6421810.0,23948.430441,344726684.0,6688793.0
canneal,ns_m_latop_noci_cload_picky_hops,,2935131000.0,5604004.0,19575.956496,305340208.0,5870259.0
canneal,ns_l_latop_noci_cload_picky_hops,,2873572000.0,5490975.0,18869.810145,299406864.0,5747141.0
canneal,ns_l_bwop_noci_cload_picky_hops,,2892189000.0,5531213.0,18948.137253,300950712.0,5784375.0
canneal,kite_small_noci_cload_picky_hops,,2886424000.0,5523603.0,18584.42391,299959402.0,5772845.0
facesim,ns_l_bwop_noci_cload_picky_hops,,737772000.0,1475541.0,15856.266832,49403976.0,1475541.0
facesim,ns_l_latop_noci_cload_picky_hops,,734501000.0,1468999.0,15757.93882,49174604.0,1468999.0
facesim,ns_m_bwop_noci_cload_picky_hops,,743864500.0,1487726.0,16300.185752,49829298.0,1487726.0
facesim,ns_m_latop_noci_cload_picky_hops,,742890000.0,1485777.0,16378.223454,49771551.0,1485777.0
facesim,kite_small_noci_cload_picky_hops,,723934500.0,1447866.0,15263.788651,48443820.0,1447866.0
facesim,mesh_noci_cload_picky_hops,,824202000.0,1648401.0,20892.46246,55299535.0,1648401.0
ferret,ns_l_bwop_noci_cload_picky_hops,,1575112500.0,25180.0,18099.631489,18945860.0,3129250.0
ferret,ns_l_latop_noci_cload_picky_hops,,1600038000.0,24971.0,18148.580744,19387526.0,3179101.0
ferret,ns_m_bwop_noci_cload_picky_hops,,1559508500.0,25440.0,18416.408979,18732361.0,3098042.0
ferret,ns_m_latop_noci_cload_picky_hops,,1560115000.0,25417.0,18575.450101,18940597.0,3099255.0
ferret,kite_small_noci_cload_picky_hops,,1759511500.0,23742.0,16717.577243,20543452.0,3498048.0
ferret,mesh_noci_cload_picky_hops,,1581122000.0,27909.0,21396.285287,19123674.0,3141269.0
fluidanimate,ns_l_bwop_noci_cload_picky_hops,,299707500.0,599412.0,18254.3144,37163598.0,599412.0
fluidanimate,ns_l_latop_noci_cload_picky_hops,,299880000.0,599757.0,18185.306731,37184988.0,599757.0
fluidanimate,ns_m_bwop_noci_cload_picky_hops,,301278000.0,602553.0,18710.381888,37358299.0,602553.0
fluidanimate,ns_m_latop_noci_cload_picky_hops,,301400000.0,602797.0,18815.588837,37373468.0,602797.0
