bench,config,description,simTicks,numCycles,average_packet_latency,cumulativeCycles,maxCycles
bodytrack,ns_s_bwop_noci_cload_picky_hops,,52255500.0,104508.0,9098.012914,4641325.0,104508.0
bodytrack,ns_s_latop_noci_cload_picky_hops,,52083000.0,104163.0,9091.687053,4618824.0,104163.0
bodytrack,mesh_noci_cload_picky_hops,,59649000.0,119295.0,12791.438674,5328162.0,119295.0
bodytrack,kite_small_noci_cload_picky_hops,,52244000.0,104485.0,9160.937186,4660546.0,104485.0
dedup,kite_small_noci_cload_picky_hops,,17654000.0,35306.0,8397.265301,423522.0,35306.0
dedup,ns_s_latop_noci_cload_picky_hops,,17662000.0,35322.0,8353.903077,423870.0,35322.0
dedup,ns_s_bwop_noci_cload_picky_hops,,17661500.0,35321.0,8423.394886,423855.0,35321.0
dedup,mesh_noci_cload_picky_hops,,17829500.0,35657.0,12661.670691,427738.0,35657.0
canneal,ns_s_latop_noci_cload_picky_hops,,32647000.0,16326.0,8520.647374,2628009.0,65291.0
canneal,ns_s_bwop_noci_cload_picky_hops,,32662000.0,16326.0,8541.308383,2629209.0,65321.0
canneal,kite_small_noci_cload_picky_hops,,32693500.0,16326.0,8562.001328,2631729.0,65384.0
canneal,mesh_noci_cload_picky_hops,,33075500.0,19462.0,12451.079333,2665425.0,66148.0
facesim,mesh_noci_cload_picky_hops,,129589000.0,259150.0,12661.923606,5934565.0,259150.0
facesim,ns_s_latop_noci_cload_picky_hops,,114667500.0,229307.0,8629.649737,5320311.0,229307.0
facesim,kite_small_noci_cload_picky_hops,,114417500.0,228702.0,8655.339454,5302739.0,228807.0
facesim,ns_s_bwop_noci_cload_picky_hops,,114426500.0,228809.0,8637.686366,5289899.0,228825.0
raytrace,kite_small_noci_cload_picky_hops,,46180000.0,92359.0,8046.790287,216957.0,92359.0
raytrace,ns_s_bwop_noci_cload_picky_hops,,46198500.0,92396.0,8032.236758,216856.0,92396.0
raytrace,ns_s_latop_noci_cload_picky_hops,,46188500.0,92376.0,7993.327714,216978.0,92376.0
raytrace,mesh_noci_cload_picky_hops,,50163000.0,100325.0,11875.859218,238137.0,100325.0
